0: 57,20,53,182,379,76,19,69
1: 21,1209,14,1227,1229,1228,1210,30,35,62,106,1211,5,1208,476,48,1203,29,199
2: 37,103,86,1224,1252,1250,68,1206,1241,1243,1242,51,487,41,7
3: 135,168,262,6,338,83,219,413,103,86
4: 79,94,163,219,413,229,386,358,91
5: 1208,1227,1229,1228,30,35,62,1202,1207,480,1,204,1203,29,199
6: 465,26,185,168,262,82,61,1204,3,83,74
7: 37,2,1206,1241,1243,1242,51,1230,41,49,47,55,1218,1216,10,16,1205
8: 64,185,56,46,9,98,82,61,1204,66,74,1223,1244,1225,1248,1246,1254,1251,78
9: 46,98,384,93,12,173,56,33,8,66,95
10: 16,1205,7,49,1234,1236,63,89,73,1226,1214,85,45
11: 75,28,365,96,47,55,1218,1216,264,1213,1217,32,1215,40,1212,104,419,97
12: 93,463,216,384,173,56,46,9,98,33
13: 67,65,87,43,23,57,20,53
14: 21,1209,25,1233,1238,72,1237,1239,38,17,140,1227,1229,1228,1210,88,106,1211,1
15: 416,24,60,84,70,476,447,81,225,220,433
16: 10,1205,7,49,1234,1236,63,89,73,1226,1214,85,45
17: 76,19,69,38,134,21,1209,14,1227,1229,1228,1210,30,35,62
18: 58,59,129,1213,1217,1215,1212,73,1226,1214,85,45,97,54,164,311,124,355,27
19: 0,182,379,76,69,38,17,134
20: 23,13,57,53,0,182,379
21: 1209,14,25,1237,38,17,140,1227,1229,1228,1210,88,106,1211,1
22: 92,78,90,42,57,1261,1247,1222,1240,1256,1245,1258,1259,31,1231,1257,1232,99,1235,76
23: 33,67,65,95,13,90,42,57,20
24: 60,84,45,88,164,70,50,15,416
25: 1233,1238,72,1237,1239,99,1235,76,1234,1236,63,38,89,140,21,1209,14
26: 77,296,234,44,465,64,185,168,262,6,82,61,1204
27: 355,54,58,18,59,129,164,311,124,441,290
28: 75,11,365,96,47,55,1218,1216,264,1213,1217,32,1215,40,1212,419,97
29: 199,1,5,1208,204,48,1203,232
30: 35,62,17,134,381,1227,1229,1228,1210,1202,1207,480,1,5,1208,204
